CVE;advisory name;advisory URL;unknown PoC;Github PoC;Curl PoC;XML PoC;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9-5971083;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9-5971083;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9ADMINWEBAPPS-5971057;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9ADMINWEBAPPS-5971057;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9DOCSWEBAPP-5971058;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9DOCSWEBAPP-5971058;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9EL30API-5971100;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9EL30API-5971100;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9JSP23API-5971085;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9JSP23API-5971085;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9LIB-5971054;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9LIB-5971054;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9SERVLET40API-5971035;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9SERVLET40API-5971035;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-TOMCAT9WEBAPPS-5971099;https://security.snyk.io/vuln/SNYK-AMZN2023-TOMCAT9WEBAPPS-5971099;yes;no;no;no;
CVE-2023-44487;SNYK-AMZN2023-V8102DEVEL-5971060;https://security.snyk.io/vuln/SNYK-AMZN2023-V8102DEVEL-5971060;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS6-PYTHON-5751271;https://security.snyk.io/vuln/SNYK-CENTOS6-PYTHON-5751271;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS6-PYTHONDEVEL-5751279;https://security.snyk.io/vuln/SNYK-CENTOS6-PYTHONDEVEL-5751279;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS6-PYTHONLIBS-5751273;https://security.snyk.io/vuln/SNYK-CENTOS6-PYTHONLIBS-5751273;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS6-PYTHONTEST-5751277;https://security.snyk.io/vuln/SNYK-CENTOS6-PYTHONTEST-5751277;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS6-PYTHONTOOLS-5751275;https://security.snyk.io/vuln/SNYK-CENTOS6-PYTHONTOOLS-5751275;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS6-TKINTER-5751281;https://security.snyk.io/vuln/SNYK-CENTOS6-TKINTER-5751281;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6-5956445;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6-5956445;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6ADMINWEBAPPS-5956449;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6ADMINWEBAPPS-5956449;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6DOCSWEBAPP-5956455;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6DOCSWEBAPP-5956455;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6EL21API-5956439;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6EL21API-5956439;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6JAVADOC-5956443;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6JAVADOC-5956443;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6JSP21API-5956451;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6JSP21API-5956451;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6LIB-5956453;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6LIB-5956453;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6LOG4J-5956441;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6LOG4J-5956441;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6SERVLET25API-5956447;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6SERVLET25API-5956447;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS6-TOMCAT6WEBAPPS-5956457;https://security.snyk.io/vuln/SNYK-CENTOS6-TOMCAT6WEBAPPS-5956457;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS7-HAPROXY-5956431;https://security.snyk.io/vuln/SNYK-CENTOS7-HAPROXY-5956431;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON-5751492;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON-5751492;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3-5751478;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3-5751478;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3DEBUG-5751472;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3DEBUG-5751472;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3DEVEL-5751480;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3DEVEL-5751480;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3IDLE-5751476;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3IDLE-5751476;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3LIBS-5751494;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3LIBS-5751494;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3TEST-5751482;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3TEST-5751482;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHON3TKINTER-5751490;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHON3TKINTER-5751490;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHONDEBUG-5751488;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHONDEBUG-5751488;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHONDEVEL-5751486;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHONDEVEL-5751486;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHONLIBS-5751468;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHONLIBS-5751468;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHONTEST-5751470;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHONTEST-5751470;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-PYTHONTOOLS-5751474;https://security.snyk.io/vuln/SNYK-CENTOS7-PYTHONTOOLS-5751474;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS7-TKINTER-5751484;https://security.snyk.io/vuln/SNYK-CENTOS7-TKINTER-5751484;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-ASPNETCORERUNTIME60-5958642;https://security.snyk.io/vuln/SNYK-CENTOS8-ASPNETCORERUNTIME60-5958642;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-ASPNETCORERUNTIME70-5958761;https://security.snyk.io/vuln/SNYK-CENTOS8-ASPNETCORERUNTIME70-5958761;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-ASPNETCORETARGETINGPACK60-5958652;https://security.snyk.io/vuln/SNYK-CENTOS8-ASPNETCORETARGETINGPACK60-5958652;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-ASPNETCORETARGETINGPACK70-5958842;https://security.snyk.io/vuln/SNYK-CENTOS8-ASPNETCORETARGETINGPACK70-5958842;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-CONTAINERNETWORKINGPLUGINS-5958755;https://security.snyk.io/vuln/SNYK-CENTOS8-CONTAINERNETWORKINGPLUGINS-5958755;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNET-5958806;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNET-5958806;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNET60-5958697;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNET60-5958697;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNET70-5958650;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNET70-5958650;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETAPPHOSTPACK60-5958666;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETAPPHOSTPACK60-5958666;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETAPPHOSTPACK70-5958736;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETAPPHOSTPACK70-5958736;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETHOST-5958710;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETHOST-5958710;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETHOSTFXR60-5958750;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETHOSTFXR60-5958750;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETHOSTFXR70-5958714;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETHOSTFXR70-5958714;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETRUNTIME60-5958796;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETRUNTIME60-5958796;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETRUNTIME70-5958729;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETRUNTIME70-5958729;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETSDK60-5958646;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETSDK60-5958646;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETSDK60SOURCEBUILTARTIFACTS-5958772;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETSDK60SOURCEBUILTARTIFACTS-5958772;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETSDK70-5958774;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETSDK70-5958774;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETSDK70SOURCEBUILTARTIFACTS-5958636;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETSDK70SOURCEBUILTARTIFACTS-5958636;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETTARGETINGPACK60-5958812;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETTARGETINGPACK60-5958812;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETTARGETINGPACK70-5958748;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETTARGETINGPACK70-5958748;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETTEMPLATES60-5958823;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETTEMPLATES60-5958823;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-DOTNETTEMPLATES70-5958778;https://security.snyk.io/vuln/SNYK-CENTOS8-DOTNETTEMPLATES70-5958778;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GITLFS-5958757;https://security.snyk.io/vuln/SNYK-CENTOS8-GITLFS-5958757;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANG-5958672;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANG-5958672;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANGBIN-5958753;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANGBIN-5958753;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANGDOCS-5958833;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANGDOCS-5958833;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANGMISC-5958769;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANGMISC-5958769;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANGRACE-5958801;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANGRACE-5958801;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANGSRC-5958828;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANGSRC-5958828;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GOLANGTESTS-5958693;https://security.snyk.io/vuln/SNYK-CENTOS8-GOLANGTESTS-5958693;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANA-5958821;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANA-5958821;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAAZUREMONITOR-5958716;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAAZUREMONITOR-5958716;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANACLOUDWATCH-5958701;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANACLOUDWATCH-5958701;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAELASTICSEARCH-5958791;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAELASTICSEARCH-5958791;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAGRAPHITE-5958765;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAGRAPHITE-5958765;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAINFLUXDB-5958648;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAINFLUXDB-5958648;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANALOKI-5958838;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANALOKI-5958838;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAMSSQL-5958695;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAMSSQL-5958695;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAMYSQL-5958840;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAMYSQL-5958840;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAOPENTSDB-5958844;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAOPENTSDB-5958844;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAPOSTGRES-5958784;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAPOSTGRES-5958784;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANAPROMETHEUS-5958782;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANAPROMETHEUS-5958782;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-GRAFANASTACKDRIVER-5958830;https://security.snyk.io/vuln/SNYK-CENTOS8-GRAFANASTACKDRIVER-5958830;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-HAPROXY-5958644;https://security.snyk.io/vuln/SNYK-CENTOS8-HAPROXY-5958644;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-LIBNGHTTP2-5958699;https://security.snyk.io/vuln/SNYK-CENTOS8-LIBNGHTTP2-5958699;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-LIBNGHTTP2DEVEL-5958712;https://security.snyk.io/vuln/SNYK-CENTOS8-LIBNGHTTP2DEVEL-5958712;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-MODWSGI-5751100;https://security.snyk.io/vuln/SNYK-CENTOS8-MODWSGI-5751100;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NETSTANDARDTARGETINGPACK21-5958738;https://security.snyk.io/vuln/SNYK-CENTOS8-NETSTANDARDTARGETINGPACK21-5958738;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGHTTP2-5958705;https://security.snyk.io/vuln/SNYK-CENTOS8-NGHTTP2-5958705;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINX-5958703;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINX-5958703;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXALLMODULES-5958804;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXALLMODULES-5958804;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXFILESYSTEM-5958746;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXFILESYSTEM-5958746;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXMODHTTPIMAGEFILTER-5958740;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXMODHTTPIMAGEFILTER-5958740;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXMODHTTPPERL-5958776;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXMODHTTPPERL-5958776;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXMODHTTPXSLTFILTER-5958640;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXMODHTTPXSLTFILTER-5958640;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXMODMAIL-5958654;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXMODMAIL-5958654;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NGINXMODSTREAM-5958759;https://security.snyk.io/vuln/SNYK-CENTOS8-NGINXMODSTREAM-5958759;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJS-5958720;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJS-5958720;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJSDEVEL-5958732;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJSDEVEL-5958732;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJSDOCS-5958638;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJSDOCS-5958638;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJSFULLI18N-5958767;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJSFULLI18N-5958767;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJSNODEMON-5958676;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJSNODEMON-5958676;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJSPACKAGING-5958686;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJSPACKAGING-5958686;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NODEJSPACKAGINGBUNDLER-5958664;https://security.snyk.io/vuln/SNYK-CENTOS8-NODEJSPACKAGINGBUNDLER-5958664;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-NPM-5958660;https://security.snyk.io/vuln/SNYK-CENTOS8-NPM-5958660;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-NUMPY-5751053;https://security.snyk.io/vuln/SNYK-CENTOS8-NUMPY-5751053;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-OSBUILDCOMPOSER-5958825;https://security.snyk.io/vuln/SNYK-CENTOS8-OSBUILDCOMPOSER-5958825;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-OSBUILDCOMPOSERCORE-5958684;https://security.snyk.io/vuln/SNYK-CENTOS8-OSBUILDCOMPOSERCORE-5958684;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-OSBUILDCOMPOSERDNFJSON-5958786;https://security.snyk.io/vuln/SNYK-CENTOS8-OSBUILDCOMPOSERDNFJSON-5958786;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-OSBUILDCOMPOSERWORKER-5958680;https://security.snyk.io/vuln/SNYK-CENTOS8-OSBUILDCOMPOSERWORKER-5958680;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-PKISERVLET40API-5958780;https://security.snyk.io/vuln/SNYK-CENTOS8-PKISERVLET40API-5958780;yes;no;no;no;
CVE-2023-44487;SNYK-CENTOS8-PKISERVLETENGINE-5958658;https://security.snyk.io/vuln/SNYK-CENTOS8-PKISERVLETENGINE-5958658;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PLATFORMPYTHON-5751117;https://security.snyk.io/vuln/SNYK-CENTOS8-PLATFORMPYTHON-5751117;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PLATFORMPYTHONDEBUG-5751124;https://security.snyk.io/vuln/SNYK-CENTOS8-PLATFORMPYTHONDEBUG-5751124;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PLATFORMPYTHONDEVEL-5751171;https://security.snyk.io/vuln/SNYK-CENTOS8-PLATFORMPYTHONDEVEL-5751171;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2-5751094;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2-5751094;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2DEBUG-5751113;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2DEBUG-5751113;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2DEVEL-5751159;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2DEVEL-5751159;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2LIBS-5751051;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2LIBS-5751051;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2TEST-5751194;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2TEST-5751194;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2TKINTER-5751090;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2TKINTER-5751090;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON2TOOLS-5751071;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON2TOOLS-5751071;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON3-5751059;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON3-5751059;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311-5751065;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311-5751065;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311DEBUG-5751137;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311DEBUG-5751137;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311DEVEL-5751078;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311DEVEL-5751078;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311IDLE-5751067;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311IDLE-5751067;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311LIBS-5751151;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311LIBS-5751151;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311RPMMACROS-5751141;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311RPMMACROS-5751141;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311TEST-5751221;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311TEST-5751221;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON311TKINTER-5751107;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON311TKINTER-5751107;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39-5751069;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39-5751069;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39CFFI-5751126;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39CFFI-5751126;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39CHARDET-5751104;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39CHARDET-5751104;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39CRYPTOGRAPHY-5751149;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39CRYPTOGRAPHY-5751149;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39DEVEL-5751181;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39DEVEL-5751181;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39IDLE-5751102;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39IDLE-5751102;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39IDNA-5751185;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39IDNA-5751185;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39LIBS-5751055;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39LIBS-5751055;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39LXML-5751175;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39LXML-5751175;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39MODWSGI-5751119;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39MODWSGI-5751119;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39NUMPY-5751169;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39NUMPY-5751169;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39NUMPYDOC-5751165;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39NUMPYDOC-5751165;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39NUMPYF2PY-5751111;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39NUMPYF2PY-5751111;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PIP-5751183;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PIP-5751183;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PIPWHEEL-5751121;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PIPWHEEL-5751121;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PLY-5751189;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PLY-5751189;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PSUTIL-5751201;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PSUTIL-5751201;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PSYCOPG2-5751080;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PSYCOPG2-5751080;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PSYCOPG2DOC-5751074;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PSYCOPG2DOC-5751074;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PSYCOPG2TESTS-5751203;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PSYCOPG2TESTS-5751203;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PYCPARSER-5751063;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PYCPARSER-5751063;yes;no;no;no;
CVE-2023-36632;SNYK-CENTOS8-PYTHON39PYMYSQL-5751187;https://security.snyk.io/vuln/SNYK-CENTOS8-PYTHON39PYMYSQL-5751187;yes;no;no;no;
